,Sitename,ID,Year,Month,Lat,Long,Subwatershed,Watershed,Sample_Type,clusters,cluster_name,cdem_altitude,cdsm_altitude
42,STREAM_ALESSX_B_XWIL_0001_C_20190909_COI,X2019_50.02999_117.409579,2019,9,50.02999,-117.409579,Columbia,Columbia,,4,West,553.0,544.981
43,STREAM_FOLRXX_B_XHOP_0001_A_20190916_COI,X2019_50.457568_117.190798,2019,9,50.457568,-117.190798,Columbia,Columbia,,4,West,684.0,683.362
44,STREAM_FOLRXX_B_XHOP_0001_B_20190916_COI,X2019_50.457568_117.190798,2019,9,50.457568,-117.190798,Columbia,Columbia,,4,West,684.0,683.362
45,STREAM_FOLRXX_B_XHOP_0001_C_20190916_COI,X2019_50.457568_117.190798,2019,9,50.457568,-117.190798,Columbia,Columbia,,4,West,684.0,683.362
46,STREAM_FOLRXX_B_XMOB_0001_A_20190916_COI,X2019_50.508115_117.26889,2019,9,50.508115,-117.26889,Columbia,Columbia,,4,West,719.0,730.451
47,STREAM_FOLRXX_B_XMOB_0001_B_20190916_COI,X2019_50.508115_117.26889,2019,9,50.508115,-117.26889,Columbia,Columbia,,4,West,719.0,730.451
48,STREAM_FOLRXX_B_XMOB_0001_C_20190916_COI,X2019_50.508115_117.26889,2019,9,50.508115,-117.26889,Columbia,Columbia,,4,West,719.0,730.451
49,STREAM_LLCXXX_B_XXCB_0001_A_20190428_COI,X2019_49.339188_117.663739,2019,4,49.339188,-117.663739,Columbia,Columbia,,4,West,427.0,427.54
50,STREAM_LLCXXX_B_XXCB_0001_B_20190428_COI,X2019_49.339188_117.663739,2019,4,49.339188,-117.663739,Columbia,Columbia,,4,West,427.0,427.54
51,STREAM_LLCXXX_B_XXCB_0001_C_20190428_COI,X2019_49.339188_117.663739,2019,4,49.339188,-117.663739,Columbia,Columbia,,4,West,427.0,427.54
52,STREAM_NCCXXX_B_XNXT_0001_A_20190820_COI,X2019_49.301763_116.763472,2019,8,49.301763,-116.763472,Columbia,Columbia,,4,West,544.0,584.641
53,STREAM_NCCXXX_B_XNXT_0001_B_20190820_COI,X2019_49.301763_116.763472,2019,8,49.301763,-116.763472,Columbia,Columbia,,4,West,544.0,584.641
54,STREAM_NCCXXX_B_XNXT_0001_C_20190820_COI,X2019_49.301763_116.763472,2019,8,49.301763,-116.763472,Columbia,Columbia,,4,West,544.0,584.641
55,STREAM_CWSPXX_B_XSHU_0001_A_20201005_COI,X2020_50.54777_116.03677,2020,10,50.54777,-116.03677,Columbia,Columbia,,1,Central,808.0,804.598
56,STREAM_CWSPXX_B_XSHU_0001_B_20201005_COI,X2020_50.54777_116.03677,2020,10,50.54777,-116.03677,Columbia,Columbia,,1,Central,808.0,804.598
57,STREAM_CWSPXX_B_XSHU_0001_C_20201005_COI,X2020_50.54777_116.03677,2020,10,50.54777,-116.03677,Columbia,Columbia,,1,Central,808.0,804.598
58,STREAM_CWSPXX_B_XSHU_0002_A_20201005_COI,X2020_50.54181_116.01976,2020,10,50.54181,-116.01976,Columbia,Columbia,,1,Central,846.0,852.846
59,STREAM_CWSPXX_B_XSHU_0002_B_20201005_COI,X2020_50.54181_116.01976,2020,10,50.54181,-116.01976,Columbia,Columbia,,1,Central,846.0,852.846
60,STREAM_CWSPXX_B_XSHU_0002_C_20201005_COI,X2020_50.54181_116.01976,2020,10,50.54181,-116.01976,Columbia,Columbia,,1,Central,846.0,852.846
61,STREAM_CWSPXX_B_XSHU_0003_A_20201005_COI,X2020_50.53846_115.99883,2020,10,50.53846,-115.99883,Columbia,Columbia,,1,Central,900.0,899.046
62,STREAM_CWSPXX_B_XSHU_0003_B_20201005_COI,X2020_50.53846_115.99883,2020,10,50.53846,-115.99883,Columbia,Columbia,,1,Central,900.0,899.046
63,STREAM_CWSPXX_B_XSHU_0003_C_20201005_COI,X2020_50.53846_115.99883,2020,10,50.53846,-115.99883,Columbia,Columbia,,1,Central,900.0,899.046
64,STREAM_CWSPXX_B_XGAL_0001_A_20201006_COI,X2020_50.88895_116.36054,2020,10,50.88895,-116.36054,Columbia,Columbia,,1,Central,784.0,795.626
65,STREAM_CWSPXX_B_XGAL_0001_B_20201006_COI,X2020_50.88895_116.36054,2020,10,50.88895,-116.36054,Columbia,Columbia,,1,Central,784.0,795.626
66,STREAM_CWSPXX_B_XGAL_0001_C_20201006_COI,X2020_50.88895_116.36054,2020,10,50.88895,-116.36054,Columbia,Columbia,,1,Central,784.0,795.626
67,STREAM_CWSPXX_B_XGAL_0002_A_20201006_COI,X2020_50.89441_116.35212,2020,10,50.89441,-116.35212,Columbia,Columbia,,1,Central,828.0,836.515
68,STREAM_CWSPXX_B_XGAL_0002_B_20201006_COI,X2020_50.89441_116.35212,2020,10,50.89441,-116.35212,Columbia,Columbia,,1,Central,828.0,836.515
69,STREAM_CWSPXX_B_XGAL_0002_C_20201006_COI,X2020_50.89441_116.35212,2020,10,50.89441,-116.35212,Columbia,Columbia,,1,Central,828.0,836.515
70,STREAM_CWSPXX_B_XGAL_0003_A_20201006_COI,X2020_50.89688_116.3458,2020,10,50.89688,-116.3458,Columbia,Columbia,,1,Central,867.0,886.695
71,STREAM_CWSPXX_B_XGAL_0003_B_20201006_COI,X2020_50.89688_116.3458,2020,10,50.89688,-116.3458,Columbia,Columbia,,1,Central,867.0,886.695
72,STREAM_CWSPXX_B_XGAL_0003_C_20201006_COI,X2020_50.89688_116.3458,2020,10,50.89688,-116.3458,Columbia,Columbia,,1,Central,867.0,886.695
73,STREAM_CWSPXX_B_XMAR_0001_A_20201007_COI,X2020_50.19929_115.86133,2020,10,50.19929,-115.86133,Columbia,Columbia,,1,Central,841.0,846.429
74,STREAM_CWSPXX_B_XMAR_0001_B_20201007_COI,X2020_50.19929_115.86133,2020,10,50.19929,-115.86133,Columbia,Columbia,,1,Central,841.0,846.429
75,STREAM_CWSPXX_B_XMAR_0001_C_20201007_COI,X2020_50.19929_115.86133,2020,10,50.19929,-115.86133,Columbia,Columbia,,1,Central,841.0,846.429
76,STREAM_CWSPXX_B_XMAR_0002_A_20201007_COI,X2020_50.22269_115.89578,2020,10,50.22269,-115.89578,Columbia,Columbia,,1,Central,956.0,964.189
77,STREAM_CWSPXX_B_XMAR_0002_B_20201007_COI,X2020_50.22269_115.89578,2020,10,50.22269,-115.89578,Columbia,Columbia,,1,Central,956.0,964.189
78,STREAM_CWSPXX_B_XMAR_0002_C_20201007_COI,X2020_50.22269_115.89578,2020,10,50.22269,-115.89578,Columbia,Columbia,,1,Central,956.0,964.189
79,STREAM_CWSPXX_B_XMAR_0003_A_20201007_COI,X2020_50.21145_115.89085,2020,10,50.21145,-115.89085,Columbia,Columbia,,1,Central,937.0,931.883
80,STREAM_CWSPXX_B_XMAR_0003_B_20201007_COI,X2020_50.21145_115.89085,2020,10,50.21145,-115.89085,Columbia,Columbia,,1,Central,937.0,931.883
81,STREAM_CWSPXX_B_XMAR_0003_C_20201007_COI,X2020_50.21145_115.89085,2020,10,50.21145,-115.89085,Columbia,Columbia,,1,Central,937.0,931.883
82,STREAM_ERAXXX_B_XALX_0001_A_20200921_COI,X2020_49.67394_114.7799,2020,9,49.67394,-114.7799,Columbia,Columbia,,2,Southeast,1220.0,1225.145
83,STREAM_ERAXXX_B_XALX_0001_B_20200921_COI,X2020_49.67394_114.7799,2020,9,49.67394,-114.7799,Columbia,Columbia,,2,Southeast,1220.0,1225.145
84,STREAM_ERAXXX_B_XALX_0001_C_20200921_COI,X2020_49.67394_114.7799,2020,9,49.67394,-114.7799,Columbia,Columbia,,2,Southeast,1220.0,1225.145
85,STREAM_ERAXXX_B_XBOV_0001_A_20200920_COI,X2020_50.02315_114.91624,2020,9,50.02315,-114.91624,Columbia,Columbia,,2,Southeast,1261.0,1260.39
86,STREAM_ERAXXX_B_XBOV_0001_B_20200920_COI,X2020_50.02315_114.91624,2020,9,50.02315,-114.91624,Columbia,Columbia,,2,Southeast,1261.0,1260.39
87,STREAM_ERAXXX_B_XBOV_0001_C_20200920_COI,X2020_50.02315_114.91624,2020,9,50.02315,-114.91624,Columbia,Columbia,,2,Southeast,1261.0,1260.39
88,STREAM_ERAXXX_B_XCOL_0001_A_20200908_COI,X2020_49.49556_115.06644,2020,9,49.49556,-115.06644,Columbia,Columbia,,2,Southeast,998.0,1002.752
89,STREAM_ERAXXX_B_XCOL_0001_B_20200908_COI,X2020_49.49556_115.06644,2020,9,49.49556,-115.06644,Columbia,Columbia,,2,Southeast,998.0,1002.752
90,STREAM_ERAXXX_B_XCOL_0001_C_20200908_COI,X2020_49.49556_115.06644,2020,9,49.49556,-115.06644,Columbia,Columbia,,2,Southeast,998.0,1002.752
91,STREAM_ERAXXX_B_XLIZ_0001_A_20200909_COI,X2020_49.47094_115.0766,2020,9,49.47094,-115.0766,Columbia,Columbia,,2,Southeast,987.0,991.663
92,STREAM_ERAXXX_B_XLIZ_0001_B_20200909_COI,X2020_49.47094_115.0766,2020,9,49.47094,-115.0766,Columbia,Columbia,,2,Southeast,987.0,991.663
93,STREAM_ERAXXX_B_XLIZ_0001_C_20200909_COI,X2020_49.47094_115.0766,2020,9,49.47094,-115.0766,Columbia,Columbia,,2,Southeast,987.0,991.663
94,STREAM_ERAXXX_B_XMOR_0001_A_20200922_COI,X2020_49.35806_115.0088,2020,9,49.35806,-115.0088,Columbia,Columbia,,2,Southeast,943.0,943.484
95,STREAM_ERAXXX_B_XMOR_0001_B_20200922_COI,X2020_49.35806_115.0088,2020,9,49.35806,-115.0088,Columbia,Columbia,,2,Southeast,943.0,943.484
96,STREAM_ERAXXX_B_XMOR_0001_C_20200922_COI,X2020_49.35806_115.0088,2020,9,49.35806,-115.0088,Columbia,Columbia,,2,Southeast,943.0,943.484
97,STREAM_GWASXX_B_XWAP_0002_A_20200901_COI,X2020_51.394444_115.085833,2020,9,51.394444,-115.085833,Bow,South Saskatchewan,,3,Northeast,1558.0,1555.188
98,STREAM_GWASXX_B_XWAP_0002_B_20200901_COI,X2020_51.394444_115.085833,2020,9,51.394444,-115.085833,Bow,South Saskatchewan,,3,Northeast,1558.0,1555.188
99,STREAM_GWASXX_B_XWAP_0002_C_20200901_COI,X2020_51.394444_115.085833,2020,9,51.394444,-115.085833,Bow,South Saskatchewan,,3,Northeast,1558.0,1555.188
100,STREAM_GWASXX_B_XWAP_0003_A_20200903_COI,X2020_51.3925_115.089167,2020,9,51.3925,-115.089167,Bow,South Saskatchewan,,3,Northeast,1562.0,1557.372
101,STREAM_GWASXX_B_XWAP_0003_B_20200903_COI,X2020_51.3925_115.089167,2020,9,51.3925,-115.089167,Bow,South Saskatchewan,,3,Northeast,1562.0,1557.372
102,STREAM_GWASXX_B_XWAP_0003_C_20200903_COI,X2020_51.3925_115.089167,2020,9,51.3925,-115.089167,Bow,South Saskatchewan,,3,Northeast,1562.0,1557.372
103,STREAM_GWASXX_B_XWAP_0004_A_20200909_COI,X2020_51.373889_115.001389,2020,9,51.373889,-115.001389,Bow,South Saskatchewan,,3,Northeast,1442.0,1443.94
104,STREAM_GWASXX_B_XWAP_0004_B_20200909_COI,X2020_51.373889_115.001389,2020,9,51.373889,-115.001389,Bow,South Saskatchewan,,3,Northeast,1442.0,1443.94
105,STREAM_GWASXX_B_XWAP_0004_C_20200909_COI,X2020_51.373889_115.001389,2020,9,51.373889,-115.001389,Bow,South Saskatchewan,,3,Northeast,1442.0,1443.94
106,STREAM_GWASXX_B_XWAP_0005_A_20200909_COI,X2020_51.376111_115.0025,2020,9,51.376111,-115.0025,Bow,South Saskatchewan,,3,Northeast,1445.0,1444.461
107,STREAM_GWASXX_B_XWAP_0005_B_20200909_COI,X2020_51.376111_115.0025,2020,9,51.376111,-115.0025,Bow,South Saskatchewan,,3,Northeast,1445.0,1444.461
108,STREAM_GWASXX_B_XWAP_0005_C_20200909_COI,X2020_51.376111_115.0025,2020,9,51.376111,-115.0025,Bow,South Saskatchewan,,3,Northeast,1445.0,1444.461
109,STREAM_GWASXX_B_XWAP_0006_A_20200910_COI,X2020_51.319444_114.923889,2020,9,51.319444,-114.923889,Bow,South Saskatchewan,,3,Northeast,1352.0,1348.884
110,STREAM_GWASXX_B_XWAP_0006_B_20200910_COI,X2020_51.319444_114.923889,2020,9,51.319444,-114.923889,Bow,South Saskatchewan,,3,Northeast,1352.0,1348.884
111,STREAM_GWASXX_B_XWAP_0006_C_20200910_COI,X2020_51.319444_114.923889,2020,9,51.319444,-114.923889,Bow,South Saskatchewan,,3,Northeast,1352.0,1348.884
118,STREAM_GWASXX_B_XWAP_0009_A_20201005_COI,X2020_51.39306_115.198611,2020,10,51.39306,-115.198611,Bow,South Saskatchewan,,3,Northeast,1698.0,1698.984
119,STREAM_GWASXX_B_XWAP_0009_B_20201005_COI,X2020_51.39306_115.198611,2020,10,51.39306,-115.198611,Bow,South Saskatchewan,,3,Northeast,1698.0,1698.984
120,STREAM_GWASXX_B_XWAP_0009_C_20201005_COI,X2020_51.39306_115.198611,2020,10,51.39306,-115.198611,Bow,South Saskatchewan,,3,Northeast,1698.0,1698.984
121,STREAM_GWASXX_B_XGHO_0001_A_20200923_COI,X2020_51.263889_114.96111,2020,9,51.263889,-114.96111,Bow,South Saskatchewan,,3,Northeast,1347.0,1349.9
122,STREAM_GWASXX_B_XGHO_0001_B_20200923_COI,X2020_51.263889_114.96111,2020,9,51.263889,-114.96111,Bow,South Saskatchewan,,3,Northeast,1347.0,1349.9
123,STREAM_GWASXX_B_XGHO_0001_C_20200923_COI,X2020_51.263889_114.96111,2020,9,51.263889,-114.96111,Bow,South Saskatchewan,,3,Northeast,1347.0,1349.9
124,STREAM_GWASXX_B_XGHO_0002_A_20200923_COI,X2020_51.262778_114.964444,2020,9,51.262778,-114.964444,Bow,South Saskatchewan,,3,Northeast,1345.0,1346.781
125,STREAM_GWASXX_B_XGHO_0002_B_20200923_COI,X2020_51.262778_114.964444,2020,9,51.262778,-114.964444,Bow,South Saskatchewan,,3,Northeast,1345.0,1346.781
126,STREAM_GWASXX_B_XGHO_0002_C_20200923_COI,X2020_51.262778_114.964444,2020,9,51.262778,-114.964444,Bow,South Saskatchewan,,3,Northeast,1345.0,1346.781
127,STREAM_OWCXXX_B_XBVR_0001_A_20201006_COI,X2020_49.820833_113.959444,2020,10,49.820833,-113.959444,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1426.0,1431.704
128,STREAM_OWCXXX_B_XBVR_0001_B_20201006_COI,X2020_49.820833_113.959444,2020,10,49.820833,-113.959444,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1426.0,1431.704
129,STREAM_OWCXXX_B_XBVR_0001_C_20201006_COI,X2020_49.820833_113.959444,2020,10,49.820833,-113.959444,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1426.0,1431.704
130,STREAM_OWCXXX_B_XDOM_0001_A_20201103_COI,X2020_49.897778_114.570556,2020,11,49.897778,-114.570556,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1617.0,1615.926
131,STREAM_OWCXXX_B_XDOM_0001_B_20201103_COI,X2020_49.897778_114.570556,2020,11,49.897778,-114.570556,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1617.0,1615.926
132,STREAM_OWCXXX_B_XDOM_0001_C_20201103_COI,X2020_49.897778_114.570556,2020,11,49.897778,-114.570556,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1617.0,1615.926
133,STREAM_OWCXXX_B_XDUT_0001_A_20200917_COI,X2020_49.894167_114.580833,2020,9,49.894167,-114.580833,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1631.0,1627.106
134,STREAM_OWCXXX_B_XDUT_0001_B_20200917_COI,X2020_49.894167_114.580833,2020,9,49.894167,-114.580833,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1631.0,1627.106
135,STREAM_OWCXXX_B_XDUT_0001_C_20200917_COI,X2020_49.894167_114.580833,2020,9,49.894167,-114.580833,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1631.0,1627.106
136,STREAM_OWCXXX_B_XDUT_0003_A_20201103_COI,X2020_49.91_114.511389,2020,11,49.91,-114.511389,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1544.0,1543.806
137,STREAM_OWCXXX_B_XDUT_0003_B_20201103_COI,X2020_49.91_114.511389,2020,11,49.91,-114.511389,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1544.0,1543.806
138,STREAM_OWCXXX_B_XDUT_0003_C_20201103_COI,X2020_49.91_114.511389,2020,11,49.91,-114.511389,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1544.0,1543.806
139,STREAM_OWCXXX_B_XPSQ_0001_A_20200930_COI,X2020_50.094167_114.614167,2020,9,50.094167,-114.614167,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1777.0,1772.948
140,STREAM_OWCXXX_B_XPSQ_0001_B_20200930_COI,X2020_50.094167_114.614167,2020,9,50.094167,-114.614167,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1777.0,1772.948
141,STREAM_OWCXXX_B_XPSQ_0001_C_20200930_COI,X2020_50.094167_114.614167,2020,9,50.094167,-114.614167,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1777.0,1772.948
142,STREAM_OWCXXX_B_XRAC_0001_A_20200903_COI,X2020_49.800556_114.564444,2020,9,49.800556,-114.564444,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1627.0,1626.448
143,STREAM_OWCXXX_B_XRAC_0001_B_20200903_COI,X2020_49.800556_114.564444,2020,9,49.800556,-114.564444,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1627.0,1626.448
144,STREAM_OWCXXX_B_XRAC_0001_C_20200903_COI,X2020_49.800556_114.564444,2020,9,49.800556,-114.564444,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1627.0,1626.448
145,STREAM_FOKLSS_B_XSLA_0001_A_20201007_COI,X2020_49.35739_117.01997,2020,10,49.35739,-117.01997,Columbia,Columbia,,4,West,2160.0,2157.618
146,STREAM_FOKLSS_B_XSLA_0001_B_20201007_COI,X2020_49.35739_117.01997,2020,10,49.35739,-117.01997,Columbia,Columbia,,4,West,2160.0,2157.618
147,STREAM_FOKLSS_B_XSLA_0001_C_20201007_COI,X2020_49.35739_117.01997,2020,10,49.35739,-117.01997,Columbia,Columbia,,4,West,2160.0,2157.618
148,STREAM_FOKLSS_B_XCOT_0001_A_20201009_COI,X2020_49.285439_117.173341,2020,10,49.285439,-117.173341,Columbia,Columbia,,4,West,1278.0,1271.556
149,STREAM_FOKLSS_B_XCOT_0001_B_20201009_COI,X2020_49.285439_117.173341,2020,10,49.285439,-117.173341,Columbia,Columbia,,4,West,1278.0,1271.556
150,STREAM_FOKLSS_B_XCOT_0001_C_20201009_COI,X2020_49.285439_117.173341,2020,10,49.285439,-117.173341,Columbia,Columbia,,4,West,1278.0,1271.556
151,STREAM_FOKLSS_B_XEAG_0001_A_20200925_COI,X2020_49.2499_117.32196,2020,9,49.2499,-117.32196,Columbia,Columbia,,4,West,1504.0,1510.144
152,STREAM_FOKLSS_B_XEAG_0001_B_20200925_COI,X2020_49.2499_117.32196,2020,9,49.2499,-117.32196,Columbia,Columbia,,4,West,1504.0,1510.144
153,STREAM_FOKLSS_B_XEAG_0001_C_20200925_COI,X2020_49.2499_117.32196,2020,9,49.2499,-117.32196,Columbia,Columbia,,4,West,1504.0,1510.144
154,STREAM_FOKLSS_B_XFOR_0001_A_20200925_COI,X2020_49.461795_117.428075,2020,9,49.461795,-117.428075,Columbia,Columbia,,4,West,764.0,780.891
155,STREAM_FOKLSS_B_XFOR_0001_B_20200925_COI,X2020_49.461795_117.428075,2020,9,49.461795,-117.428075,Columbia,Columbia,,4,West,764.0,780.891
156,STREAM_FOKLSS_B_XFOR_0001_C_20200925_COI,X2020_49.461795_117.428075,2020,9,49.461795,-117.428075,Columbia,Columbia,,4,West,764.0,780.891
157,STREAM_FOKLSS_B_XDUH_0001_A_20200805_COI,X2020_49.34267_117.13598,2020,8,49.34267,-117.13598,Columbia,Columbia,,4,West,1905.0,1905.568
158,STREAM_FOKLSS_B_XDUH_0001_B_20200805_COI,X2020_49.34267_117.13598,2020,8,49.34267,-117.13598,Columbia,Columbia,,4,West,1905.0,1905.568
159,STREAM_FOKLSS_B_XDUH_0001_C_20200805_COI,X2020_49.34267_117.13598,2020,8,49.34267,-117.13598,Columbia,Columbia,,4,West,1905.0,1905.568
160,STREAM_FOKLSS_B_XLIA_0001_A_20201002_COI,X2020_49.2903_117.23662,2020,10,49.2903,-117.23662,Columbia,Columbia,,4,West,1112.0,1116.047
161,STREAM_FOKLSS_B_XLIA_0001_B_20201002_COI,X2020_49.2903_117.23662,2020,10,49.2903,-117.23662,Columbia,Columbia,,4,West,1112.0,1116.047
162,STREAM_FOKLSS_B_XLIA_0001_C_20201002_COI,X2020_49.2903_117.23662,2020,10,49.2903,-117.23662,Columbia,Columbia,,4,West,1112.0,1116.047
196,STREAM_GWASXX_B_XGHO_0003_A_20210826_COI,X2021_51.269_114.926,2021,8,51.269,-114.926,Bow,South Saskatchewan,,3,Northeast,1313.0,1313.487
197,STREAM_GWASXX_B_XGHO_0003_B_20210826_COI,X2021_51.269_114.926,2021,8,51.269,-114.926,Bow,South Saskatchewan,,3,Northeast,1313.0,1313.487
198,STREAM_GWASXX_B_XGHO_0003_C_20210826_COI,X2021_51.269_114.926,2021,8,51.269,-114.926,Bow,South Saskatchewan,,3,Northeast,1313.0,1313.487
199,STREAM_GWASXX_B_XGHO_0004_A_20210826_COI,X2021_51.286_114.8094,2021,8,51.286,-114.8094,Bow,South Saskatchewan,,3,Northeast,1286.0,1279.369
200,STREAM_GWASXX_B_XGHO_0004_B_20210826_COI,X2021_51.286_114.8094,2021,8,51.286,-114.8094,Bow,South Saskatchewan,,3,Northeast,1286.0,1279.369
201,STREAM_GWASXX_B_XGHO_0004_C_20210826_COI,X2021_51.286_114.8094,2021,8,51.286,-114.8094,Bow,South Saskatchewan,,3,Northeast,1286.0,1279.369
202,STREAM_GWASXX_B_XGHO_0005_A_20210830_COI,X2021_51.3099_115.1928,2021,8,51.3099,-115.1928,Bow,South Saskatchewan,,3,Northeast,1608.0,1597.452
203,STREAM_GWASXX_B_XGHO_0005_B_20210830_COI,X2021_51.3099_115.1928,2021,8,51.3099,-115.1928,Bow,South Saskatchewan,,3,Northeast,1608.0,1597.452
204,STREAM_GWASXX_B_XGHO_0005_C_20210830_COI,X2021_51.3099_115.1928,2021,8,51.3099,-115.1928,Bow,South Saskatchewan,,3,Northeast,1608.0,1597.452
205,STREAM_GWASXX_B_XGHO_0006_A_20210830_COI,X2021_51.3202_115.3197,2021,8,51.3202,-115.3197,Bow,South Saskatchewan,,3,Northeast,1733.0,1726.878
206,STREAM_GWASXX_B_XGHO_0006_B_20210830_COI,X2021_51.3202_115.3197,2021,8,51.3202,-115.3197,Bow,South Saskatchewan,,3,Northeast,1733.0,1726.878
207,STREAM_GWASXX_B_XGHO_0006_C_20210830_COI,X2021_51.3202_115.3197,2021,8,51.3202,-115.3197,Bow,South Saskatchewan,,3,Northeast,1733.0,1726.878
208,STREAM_GWASXX_B_XWAP_0002_A_20210902_COI,X2021_51.3944_115.085833,2021,9,51.3944,-115.085833,Bow,South Saskatchewan,,3,Northeast,1558.0,1555.188
209,STREAM_GWASXX_B_XWAP_0002_B_20210902_COI,X2021_51.3944_115.085833,2021,9,51.3944,-115.085833,Bow,South Saskatchewan,,3,Northeast,1558.0,1555.188
210,STREAM_GWASXX_B_XWAP_0002_C_20210902_COI,X2021_51.3944_115.085833,2021,9,51.3944,-115.085833,Bow,South Saskatchewan,,3,Northeast,1558.0,1555.188
211,STREAM_GWASXX_B_XWAP_0003_A_20210902_COI,X2021_51.3925_115.089167,2021,9,51.3925,-115.089167,Bow,South Saskatchewan,,3,Northeast,1562.0,1557.372
212,STREAM_GWASXX_B_XWAP_0003_B_20210902_COI,X2021_51.3925_115.089167,2021,9,51.3925,-115.089167,Bow,South Saskatchewan,,3,Northeast,1562.0,1557.372
213,STREAM_GWASXX_B_XWAP_0003_C_20210902_COI,X2021_51.3925_115.089167,2021,9,51.3925,-115.089167,Bow,South Saskatchewan,,3,Northeast,1562.0,1557.372
214,STREAM_GWASXX_B_XJOH_0001_A_20210907_COI,X2021_51.3916_115.0895,2021,9,51.3916,-115.0895,Bow,South Saskatchewan,,3,Northeast,1564.0,1558.324
215,STREAM_GWASXX_B_XJOH_0001_B_20210907_COI,X2021_51.3916_115.0895,2021,9,51.3916,-115.0895,Bow,South Saskatchewan,,3,Northeast,1564.0,1558.324
216,STREAM_GWASXX_B_XJOH_0001_C_20210907_COI,X2021_51.3916_115.0895,2021,9,51.3916,-115.0895,Bow,South Saskatchewan,,3,Northeast,1564.0,1558.324
217,STREAM_GWASXX_B_XGHO_0007_A_20210910_COI,X2021_51.2417_114.7415,2021,9,51.2417,-114.7415,Bow,South Saskatchewan,,3,Northeast,1206.0,1209.44
218,STREAM_GWASXX_B_XGHO_0007_B_20210910_COI,X2021_51.2417_114.7415,2021,9,51.2417,-114.7415,Bow,South Saskatchewan,,3,Northeast,1206.0,1209.44
219,STREAM_GWASXX_B_XGHO_0007_C_20210910_COI,X2021_51.2417_114.7415,2021,9,51.2417,-114.7415,Bow,South Saskatchewan,,3,Northeast,1206.0,1209.44
220,STREAM_FOLRXX_B_MOBB_0001_A_20210701_COI,X2021_50.507698_117.270437,2021,7,50.507698,-117.270437,Columbia,Columbia,,4,West,721.0,733.303
221,STREAM_FOLRXX_B_MOBB_0001_B_20210701_COI,X2021_50.507698_117.270437,2021,7,50.507698,-117.270437,Columbia,Columbia,,4,West,721.0,733.303
222,STREAM_FOLRXX_B_MOBB_0001_C_20210701_COI,X2021_50.507698_117.270437,2021,7,50.507698,-117.270437,Columbia,Columbia,,4,West,721.0,733.303
223,STREAM_FOLRXX_B_HOPE_0001_A_20210701_COI,X2021_50.457558_117.190695,2021,7,50.457558,-117.190695,Columbia,Columbia,,4,West,684.0,684.012
224,STREAM_FOLRXX_B_HOPE_0001_B_20210701_COI,X2021_50.457558_117.190695,2021,7,50.457558,-117.190695,Columbia,Columbia,,4,West,684.0,684.012
225,STREAM_FOLRXX_B_HOPE_0001_C_20210701_COI,X2021_50.457558_117.190695,2021,7,50.457558,-117.190695,Columbia,Columbia,,4,West,684.0,684.012
226,STREAM_FOKLSS_B_XDUH_0002_A_20210810_COI,X2021_49.571111_117.22675,2021,8,49.571111,-117.22675,Columbia,Columbia,,4,West,533.0,538.393
227,STREAM_FOKLSS_B_XDUH_0002_B_20210810_COI,X2021_49.571111_117.22675,2021,8,49.571111,-117.22675,Columbia,Columbia,,4,West,533.0,538.393
228,STREAM_FOKLSS_B_XDUH_0002_C_20210810_COI,X2021_49.571111_117.22675,2021,8,49.571111,-117.22675,Columbia,Columbia,,4,West,533.0,538.393
229,STREAM_FOKLSS_B_XRED_0001_A_20210810_COI,X2021_49.61333_117.046417,2021,8,49.61333,-117.046417,Columbia,Columbia,,4,West,534.0,540.582
230,STREAM_FOKLSS_B_XRED_0001_B_20210810_COI,X2021_49.61333_117.046417,2021,8,49.61333,-117.046417,Columbia,Columbia,,4,West,534.0,540.582
231,STREAM_FOKLSS_B_XRED_0001_C_20210810_COI,X2021_49.61333_117.046417,2021,8,49.61333,-117.046417,Columbia,Columbia,,4,West,534.0,540.582
232,STREAM_FOKLSS_B_XKOK_0001_A_20210812_COI,X2021_49.604278_117.125972,2021,8,49.604278,-117.125972,Columbia,Columbia,,4,West,541.0,555.552
233,STREAM_FOKLSS_B_XKOK_0001_B_20210812_COI,X2021_49.604278_117.125972,2021,8,49.604278,-117.125972,Columbia,Columbia,,4,West,541.0,555.552
