,Sitename,ID,Year,Month,Lat,Long,Subwatershed,Watershed,Sample_Type,clusters,cluster_name,cdem_altitude,cdsm_altitude
234,STREAM_FOKLSS_B_XKOK_0001_C_20210812_COI,X2021_49.604278_117.125972,2021,8,49.604278,-117.125972,Columbia,Columbia,,4,West,541.0,555.552
235,STREAM_FOKLSS_B_XCOT_0002_A_20219816_COI,X2021_49.802522_117.490983,2021,98,49.802522,-117.490983,Columbia,Columbia,,4,West,607.0,628.507
236,STREAM_FOKLSS_B_XCOT_0002_B_20219816_COI,X2021_49.802522_117.490983,2021,98,49.802522,-117.490983,Columbia,Columbia,,4,West,607.0,628.507
237,STREAM_FOKLSS_B_XCOT_0002_C_20219816_COI,X2021_49.802522_117.490983,2021,98,49.802522,-117.490983,Columbia,Columbia,,4,West,607.0,628.507
238,STREAM_FOKLSS_B_XFOR_0002_A_20210923_COI,X2021_49.810833_117.429167,2021,9,49.810833,-117.429167,Columbia,Columbia,,4,West,1356.0,1365.406
239,STREAM_FOKLSS_B_XFOR_0002_B_20210923_COI,X2021_49.810833_117.429167,2021,9,49.810833,-117.429167,Columbia,Columbia,,4,West,1356.0,1365.406
240,STREAM_FOKLSS_B_XFOR_0002_C_20210923_COI,X2021_49.810833_117.429167,2021,9,49.810833,-117.429167,Columbia,Columbia,,4,West,1356.0,1365.406
241,STREAM_FOKLSS_B_XEAG_0002_A_20210923_COI,X2021_49.810833_117.661944,2021,9,49.810833,-117.661944,Columbia,Columbia,,4,West,1515.0,1513.432
242,STREAM_FOKLSS_B_XEAG_0002_B_20210923_COI,X2021_49.810833_117.661944,2021,9,49.810833,-117.661944,Columbia,Columbia,,4,West,1515.0,1513.432
243,STREAM_FOKLSS_B_XEAG_0002_C_20210923_COI,X2021_49.810833_117.661944,2021,9,49.810833,-117.661944,Columbia,Columbia,,4,West,1515.0,1513.432
244,STREAM_FOKLSS_B_XLAI_0002_A_20211006_COI,X2021_50.033528_117.661944,2021,10,50.033528,-117.661944,Columbia,Columbia,,4,West,1520.0,1555.427
245,STREAM_FOKLSS_B_XLAI_0002_B_20211006_COI,X2021_50.033528_117.661944,2021,10,50.033528,-117.661944,Columbia,Columbia,,4,West,1520.0,1555.427
246,STREAM_FOKLSS_B_XLAI_0002_C_20211006_COI,X2021_50.033528_117.661944,2021,10,50.033528,-117.661944,Columbia,Columbia,,4,West,1520.0,1555.427
247,STREAM_FOKLSS_B_XFAL_0001_A_20211019_COI,X2021_49.473139_117.474167,2021,10,49.473139,-117.474167,Columbia,Columbia,,4,West,596.0,623.35
248,STREAM_FOKLSS_B_XFAL_0001_B_20211019_COI,X2021_49.473139_117.474167,2021,10,49.473139,-117.474167,Columbia,Columbia,,4,West,596.0,623.35
249,STREAM_FOKLSS_B_XFAL_0001_C_20211019_COI,X2021_49.473139_117.474167,2021,10,49.473139,-117.474167,Columbia,Columbia,,4,West,596.0,623.35
250,STREAM_FOKLSS_B_XSLA_0002_A_20211021_COI,X2021_49.635222_117.913889,2021,10,49.635222,-117.913889,Columbia,Columbia,,4,West,1463.0,1461.427
251,STREAM_FOKLSS_B_XSLA_0002_B_20211021_COI,X2021_49.635222_117.913889,2021,10,49.635222,-117.913889,Columbia,Columbia,,4,West,1463.0,1461.427
252,STREAM_FOKLSS_B_XSLA_0002_C_20211021_COI,X2021_49.635222_117.913889,2021,10,49.635222,-117.913889,Columbia,Columbia,,4,West,1463.0,1461.427
253,STREAM_OWCXXX_B_XHID_0001_A_20210915_COI,X2021_49.97741_114.54428,2021,9,49.97741,-114.54428,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1705.0,1687.942
254,STREAM_OWCXXX_B_XHID_0001_B_20210915_COI,X2021_49.97741_114.54428,2021,9,49.97741,-114.54428,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1705.0,1687.942
255,STREAM_OWCXXX_B_XHID_0001_C_20210915_COI,X2021_49.97741_114.54428,2021,9,49.97741,-114.54428,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1705.0,1687.942
256,STREAM_OWCXXX_B_XCAR_0001_A_20210929_COI,X2021_49.42855_114.44899,2021,9,49.42855,-114.44899,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1421.0,1413.949
257,STREAM_OWCXXX_B_XCAR_0001_B_20210929_COI,X2021_49.42855_114.44899,2021,9,49.42855,-114.44899,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1421.0,1413.949
258,STREAM_OWCXXX_B_XCAR_0001_C_20210929_COI,X2021_49.42855_114.44899,2021,9,49.42855,-114.44899,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1421.0,1413.949
259,STREAM_OWCXXX_B_XWCA_0001_A_20211006_COI,X2021_49.38448_114.3521,2021,10,49.38448,-114.3521,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1355.0,1352.149
260,STREAM_OWCXXX_B_XWCA_0001_B_20211006_COI,X2021_49.38448_114.3521,2021,10,49.38448,-114.3521,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1355.0,1352.149
261,STREAM_OWCXXX_B_XWCA_0001_C_20211006_COI,X2021_49.38448_114.3521,2021,10,49.38448,-114.3521,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1355.0,1352.149
262,STREAM_OWCXXX_B_XDUT_0002_A_20210902_COI,X2021_49.911167_114.488194,2021,9,49.911167,-114.488194,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1520.0,1517.33
263,STREAM_OWCXXX_B_XDUT_0002_B_20210902_COI,X2021_49.911167_114.488194,2021,9,49.911167,-114.488194,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1520.0,1517.33
264,STREAM_OWCXXX_B_XDUT_0002_C_20210902_COI,X2021_49.911167_114.488194,2021,9,49.911167,-114.488194,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1520.0,1517.33
265,STREAM_OWCXXX_B_XNLO_0001_A_20210929_COI,X2021_49.44808_114.49458,2021,9,49.44808,-114.49458,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1491.0,1489.571
266,STREAM_OWCXXX_B_XNLO_0001_B_20210929_COI,X2021_49.44808_114.49458,2021,9,49.44808,-114.49458,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1491.0,1489.571
267,STREAM_OWCXXX_B_XNLO_0001_C_20210929_COI,X2021_49.44808_114.49458,2021,9,49.44808,-114.49458,Upper South Saskatchewan,South Saskatchewan,,2,Southeast,1491.0,1489.571
268,STREAM_CHARSX_B_XMAR_0001_A_20211028_COI,X2021_50.19916_115.8592,2021,10,50.19916,-115.8592,Columbia,Columbia,,1,Central,821.0,841.451
269,STREAM_CHARSX_B_XMAR_0001_B_20211028_COI,X2021_50.19916_115.8592,2021,10,50.19916,-115.8592,Columbia,Columbia,,1,Central,821.0,841.451
270,STREAM_CHARSX_B_XMAR_0001_C_20211028_COI,X2021_50.19916_115.8592,2021,10,50.19916,-115.8592,Columbia,Columbia,,1,Central,821.0,841.451
271,STREAM_CHARSX_B_XMAR_0002_A_20211019_COI,X2021_50.21175_115.89012,2021,10,50.21175,-115.89012,Columbia,Columbia,,1,Central,934.0,929.061
272,STREAM_CHARSX_B_XMAR_0002_B_20211019_COI,X2021_50.21175_115.89012,2021,10,50.21175,-115.89012,Columbia,Columbia,,1,Central,934.0,929.061
273,STREAM_CHARSX_B_XMAR_0002_C_20211019_COI,X2021_50.21175_115.89012,2021,10,50.21175,-115.89012,Columbia,Columbia,,1,Central,934.0,929.061
274,STREAM_CHARSX_B_XMAR_0003_A_20211019_COI,X2021_50.2228_115.8959,2021,10,50.2228,-115.8959,Columbia,Columbia,,1,Central,956.0,964.189
275,STREAM_CHARSX_B_XMAR_0003_B_20211019_COI,X2021_50.2228_115.8959,2021,10,50.2228,-115.8959,Columbia,Columbia,,1,Central,956.0,964.189
276,STREAM_CHARSX_B_XMAR_0003_C_20211019_COI,X2021_50.2228_115.8959,2021,10,50.2228,-115.8959,Columbia,Columbia,,1,Central,956.0,964.189
277,STREAM_CHARSX_B_XBEA_0001_B_20211025_COI,X2021_51.04203_116.59088,2021,10,51.04203,-116.59088,Columbia,Columbia,,1,Central,787.0,790.281
278,STREAM_CHARSX_B_XBEA_0001_C_20211025_COI,X2021_51.04203_116.59088,2021,10,51.04203,-116.59088,Columbia,Columbia,,1,Central,787.0,790.281
279,STREAM_CHARSX_B_XBEA_0001_A_20211025_COI,X2021_51.04203_116.59088,2021,10,51.04203,-116.59088,Columbia,Columbia,,1,Central,787.0,790.281
280,STREAM_CHARSX_B_XBEA_0002_A_20211025_COI,X2021_51.04387_116.58812,2021,10,51.04387,-116.58812,Columbia,Columbia,,1,Central,800.0,803.49
281,STREAM_CHARSX_B_XBEA_0002_B_20211025_COI,X2021_51.04387_116.58812,2021,10,51.04387,-116.58812,Columbia,Columbia,,1,Central,800.0,803.49
282,STREAM_CHARSX_B_XBEA_0002_C_20211025_COI,X2021_51.04387_116.58812,2021,10,51.04387,-116.58812,Columbia,Columbia,,1,Central,800.0,803.49
283,STREAM_CHARSX_B_XBEA_0003_A_20211020_COI,X2021_51.05005_116.58184,2021,10,51.05005,-116.58184,Columbia,Columbia,,1,Central,882.0,900.652
284,STREAM_CHARSX_B_XBEA_0003_B_20211020_COI,X2021_51.05005_116.58184,2021,10,51.05005,-116.58184,Columbia,Columbia,,1,Central,882.0,900.652
285,STREAM_CHARSX_B_XBEA_0003_C_20211020_COI,X2021_51.05005_116.58184,2021,10,51.05005,-116.58184,Columbia,Columbia,,1,Central,882.0,900.652
286,STREAM_CHARSX_B_XGAL_0001_A_20211029_COI,X2021_50.88896_116.36055,2021,10,50.88896,-116.36055,Columbia,Columbia,,1,Central,784.0,795.626
287,STREAM_CHARSX_B_XGAL_0001_B_20211029_COI,X2021_50.88896_116.36055,2021,10,50.88896,-116.36055,Columbia,Columbia,,1,Central,784.0,795.626
288,STREAM_CHARSX_B_XGAL_0001_C_20211029_COI,X2021_50.88896_116.36055,2021,10,50.88896,-116.36055,Columbia,Columbia,,1,Central,784.0,795.626
289,STREAM_CHARSX_B_XGAL_0002_A_20211029_COI,X2021_50.89445_116.35212,2021,10,50.89445,-116.35212,Columbia,Columbia,,1,Central,828.0,836.515
290,STREAM_CHARSX_B_XGAL_0002_B_20211029_COI,X2021_50.89445_116.35212,2021,10,50.89445,-116.35212,Columbia,Columbia,,1,Central,828.0,836.515
291,STREAM_CHARSX_B_XGAL_0002_C_20211029_COI,X2021_50.89445_116.35212,2021,10,50.89445,-116.35212,Columbia,Columbia,,1,Central,828.0,836.515
292,STREAM_CHARSX_B_XGAL_0003_A_20211018_COI,X2021_50.89681_116.34569,2021,10,50.89681,-116.34569,Columbia,Columbia,,1,Central,865.0,888.716
293,STREAM_CHARSX_B_XGAL_0003_B_20211018_COI,X2021_50.89681_116.34569,2021,10,50.89681,-116.34569,Columbia,Columbia,,1,Central,865.0,888.716
294,STREAM_CHARSX_B_XGAL_0003_C_20211018_COI,X2021_50.89681_116.34569,2021,10,50.89681,-116.34569,Columbia,Columbia,,1,Central,865.0,888.716
295,STREAM_CHARSX_B_XSHU_0001_A_20211014_COI,X2021_50.547602_116.036583,2021,10,50.547602,-116.036583,Columbia,Columbia,,1,Central,807.0,805.303
296,STREAM_CHARSX_B_XSHU_0001_B_20211014_COI,X2021_50.547602_116.036583,2021,10,50.547602,-116.036583,Columbia,Columbia,,1,Central,807.0,805.303
297,STREAM_CHARSX_B_XSHU_0001_C_20211014_COI,X2021_50.547602_116.036583,2021,10,50.547602,-116.036583,Columbia,Columbia,,1,Central,807.0,805.303
298,STREAM_CHARSX_B_XSHU_0002_A_20211014_COI,X2021_50.542143_116.020634,2021,10,50.542143,-116.020634,Columbia,Columbia,,1,Central,844.0,849.548
299,STREAM_CHARSX_B_XSHU_0002_B_20211014_COI,X2021_50.542143_116.020634,2021,10,50.542143,-116.020634,Columbia,Columbia,,1,Central,844.0,849.548
300,STREAM_CHARSX_B_XSHU_0002_C_20211014_COI,X2021_50.542143_116.020634,2021,10,50.542143,-116.020634,Columbia,Columbia,,1,Central,844.0,849.548
301,STREAM_CHARSX_B_XSHU_0003_A_20211015_COI,X2021_50.5364_115.99129,2021,10,50.5364,-115.99129,Columbia,Columbia,,1,Central,918.0,923.083
302,STREAM_CHARSX_B_XSHU_0003_B_20211015_COI,X2021_50.5364_115.99129,2021,10,50.5364,-115.99129,Columbia,Columbia,,1,Central,918.0,923.083
303,STREAM_CHARSX_B_XSHU_0003_C_20211015_COI,X2021_50.5364_115.99129,2021,10,50.5364,-115.99129,Columbia,Columbia,,1,Central,918.0,923.083
304,STREAM_ERAXXX_B_XALX_0001_A_20210915_COI,X2021_49.67394_114.78,2021,9,49.67394,-114.78,Columbia,Columbia,,2,Southeast,1220.0,1225.145
305,STREAM_ERAXXX_B_XALX_0001_B_20210915_COI,X2021_49.67394_114.78,2021,9,49.67394,-114.78,Columbia,Columbia,,2,Southeast,1220.0,1225.145
306,STREAM_ERAXXX_B_XALX_0001_C_20210915_COI,X2021_49.67394_114.78,2021,9,49.67394,-114.78,Columbia,Columbia,,2,Southeast,1220.0,1225.145
307,STREAM_ERAXXX_B_XBOI_0001_A_20211005_COI,X2021_50.02315_114.916,2021,10,50.02315,-114.916,Columbia,Columbia,,2,Southeast,1261.0,1259.891
308,STREAM_ERAXXX_B_XBOI_0001_B_20211005_COI,X2021_50.02315_114.916,2021,10,50.02315,-114.916,Columbia,Columbia,,2,Southeast,1261.0,1259.891
309,STREAM_ERAXXX_B_XBOI_0001_C_20211005_COI,X2021_50.02315_114.916,2021,10,50.02315,-114.916,Columbia,Columbia,,2,Southeast,1261.0,1259.891
310,STREAM_ERAXXX_B_XCOL_0001_A_20211008_COI,X2021_49.49556_115.066,2021,10,49.49556,-115.066,Columbia,Columbia,,2,Southeast,998.0,1003.428
311,STREAM_ERAXXX_B_XCOL_0001_B_20211008_COI,X2021_49.49556_115.066,2021,10,49.49556,-115.066,Columbia,Columbia,,2,Southeast,998.0,1003.428
312,STREAM_ERAXXX_B_XCOL_0001_C_20211008_COI,X2021_49.49556_115.066,2021,10,49.49556,-115.066,Columbia,Columbia,,2,Southeast,998.0,1003.428
313,STREAM_ERAXXX_B_XLIZ_0001_A_20211003_COI,X2021_49.47094_115.077,2021,10,49.47094,-115.077,Columbia,Columbia,,2,Southeast,989.0,994.352
314,STREAM_ERAXXX_B_XLIZ_0001_B_20211003_COI,X2021_49.47094_115.077,2021,10,49.47094,-115.077,Columbia,Columbia,,2,Southeast,989.0,994.352
315,STREAM_ERAXXX_B_XLIZ_0001_C_20211003_COI,X2021_49.47094_115.077,2021,10,49.47094,-115.077,Columbia,Columbia,,2,Southeast,989.0,994.352
316,STREAM_ERAXXX_B_XMOR_0001_A_20211004_COI,X2021_49.35806_115.001,2021,10,49.35806,-115.001,Columbia,Columbia,,2,Southeast,945.0,953.097
317,STREAM_ERAXXX_B_XMOR_0001_B_20211004_COI,X2021_49.35806_115.001,2021,10,49.35806,-115.001,Columbia,Columbia,,2,Southeast,945.0,953.097
318,STREAM_ERAXXX_B_XMOR_0001_C_20211004_COI,X2021_49.35806_115.001,2021,10,49.35806,-115.001,Columbia,Columbia,,2,Southeast,945.0,953.097
319,STREAM_UOCXXX_B_XCUS_0001_A_20211103_COI,X2021_51.074475_115.354181,2021,11,51.074475,-115.354181,Bow,South Saskatchewan,,3,Northeast,1306.0,1307.822
320,STREAM_UOCXXX_B_XCUS_0001_B_20211103_COI,X2021_51.074475_115.354181,2021,11,51.074475,-115.354181,Bow,South Saskatchewan,,3,Northeast,1306.0,1307.822
321,STREAM_UOCXXX_B_XCUS_0001_C_20211103_COI,X2021_51.074475_115.354181,2021,11,51.074475,-115.354181,Bow,South Saskatchewan,,3,Northeast,1306.0,1307.822
322,STREAM_UOCXXX_B_XCDS_0001_A_20211103_COI,X2021_51.070404_115.347786,2021,11,51.070404,-115.347786,Bow,South Saskatchewan,,3,Northeast,1306.0,1307.857
323,STREAM_UOCXXX_B_XCDS_0001_B_20211103_COI,X2021_51.070404_115.347786,2021,11,51.070404,-115.347786,Bow,South Saskatchewan,,3,Northeast,1306.0,1307.857
324,STREAM_UOCXXX_B_XCDS_0001_C_20211103_COI,X2021_51.070404_115.347786,2021,11,51.070404,-115.347786,Bow,South Saskatchewan,,3,Northeast,1306.0,1307.857
325,STREAM_UOCXXX_B_XBWP_0001_A_20211101_COI,X2021_51.098791_114.198878,2021,11,51.098791,-114.198878,Bow,South Saskatchewan,,3,Northeast,1070.0,1063.531
326,STREAM_UOCXXX_B_XBWP_0001_B_20211101_COI,X2021_51.098791_114.198878,2021,11,51.098791,-114.198878,Bow,South Saskatchewan,,3,Northeast,1070.0,1063.531
327,STREAM_UOCXXX_B_XBWP_0001_C_20211101_COI,X2021_51.098791_114.198878,2021,11,51.098791,-114.198878,Bow,South Saskatchewan,,3,Northeast,1070.0,1063.531
328,STREAM_UOCXXX_B_XPMF_0001_A_20211104_COI,X2021_50.846389_113.944499,2021,11,50.846389,-113.944499,Bow,South Saskatchewan,,3,Northeast,978.0,977.969
329,STREAM_UOCXXX_B_XPMF_0001_B_20211104_COI,X2021_50.846389_113.944499,2021,11,50.846389,-113.944499,Bow,South Saskatchewan,,3,Northeast,978.0,977.969
330,STREAM_UOCXXX_B_XPMF_0001_C_20211104_COI,X2021_50.846389_113.944499,2021,11,50.846389,-113.944499,Bow,South Saskatchewan,,3,Northeast,978.0,977.969
331,STREAM_LWALLC_B_XWIN_0001_A_20211104_COI,X2021_50.459035_115.986712,2021,11,50.459035,-115.986712,Columbia,Columbia,,1,Central,810.0,809.623
332,STREAM_LWALLC_B_XWIN_0001_B_20211104_COI,X2021_50.459035_115.986712,2021,11,50.459035,-115.986712,Columbia,Columbia,,1,Central,810.0,809.623
333,STREAM_LWALLC_B_XWIN_0001_C_20211104_COI,X2021_50.459035_115.986712,2021,11,50.459035,-115.986712,Columbia,Columbia,,1,Central,810.0,809.623
334,STREAM_GWASXX_B_XJOH_0001_A_20220830_COI,X2022_51.3916_115.0895,2022,8,51.3916,-115.0895,,,Johnson Creek,3,Northeast,1564.0,1558.324
335,STREAM_GWASXX_B_XJOH_0001_B_20220830_COI,X2022_51.3916_115.0895,2022,8,51.3916,-115.0895,,,Johnson Creek,3,Northeast,1564.0,1558.324
336,STREAM_GWASXX_B_XJOH_0001_C_20220830_COI,X2022_51.3916_115.0895,2022,8,51.3916,-115.0895,,,Johnson Creek,3,Northeast,1564.0,1558.324
337,STREAM_GWASXX_B_XMEA_0001_A_20220830_COI,X2022_51.37459_115.002716,2022,8,51.37459,-115.002716,,,Meadow Creek,3,Northeast,1443.0,1444.785
338,STREAM_GWASXX_B_XMEA_0001_B_20220830_COI,X2022_51.37459_115.002716,2022,8,51.37459,-115.002716,,,Meadow Creek,3,Northeast,1443.0,1444.785
339,STREAM_GWASXX_B_XMEA_0001_C_20220830_COI,X2022_51.37459_115.002716,2022,8,51.37459,-115.002716,,,Meadow Creek,3,Northeast,1443.0,1444.785
340,STREAM_GWASXX_B_XWAP_0002_A_20220907_COI,X2022_51.394048_115.086087,2022,9,51.394048,-115.086087,,,Waiparous Creek,3,Northeast,1561.0,1556.0
341,STREAM_GWASXX_B_XWAP_0002_B_20220907_COI,X2022_51.394048_115.086087,2022,9,51.394048,-115.086087,,,Waiparous Creek,3,Northeast,1561.0,1556.0
